urdu_text,is_sarcastic,,,,,,
کیسے کیسے گانڈو بھڑوے دلال کنجر نشئ چور اچکے حرامخور کرپٹ زانی پالشیئے ھمارے دل کو جلانے آ جاتے ھیں کس مادر یوے👊👊👊,0,,,,,,
سندھ پولیس کو عزت دو ✌️۔ اور آرمی چیف کی تحقیقات کی رپورٹ سامنے آنے دو,0,,,,,,
 سلیم لفافہ صحافی صاحب پوری عوام کو پتہ ہے کہ آپ کتنے نیک صحافی ہیں 😄 پیپلز پارٹی نون لیگ مولانا فضل ا…,1,,,,,,
کامران خان آپکی دن بھریہ زمہ داری لگائی گئی اپوزیشن کی کردار کشی اوراس پربھونکناہےآپ خوشامدگری وچاپلوسی سےاورکتنی دولت کماناچاہتےہیں موٹرسائیکل سےپیجارو پراڈو تک کےسفرمیں ضمیرکی لاش سےاٹھتی بدبوآپ کی ناک بند نہیں کرتی ہے 🙏نوٹ آپ سب سےالتجاگزارش ہےہمیں بھی فالوکریں شکریہ,1,,,,,,
بڑوں کی لڑائی میں بچوں کا کوئی کام نہیں تم کس خوشی میں اچھل رھے ھو🤔تابعدار ملازم😂🖐 مریم نواز StateAboveStateRejected,1,,,,,,
پاکستانی تاریخ صرف نوازشریف کو یہ اعزاز حاصل ھوا ھے کہ ان کا بیانیہ لوئر کلاس میں بھی پاپولر ھورھا ھے۔۔۔💖🌹💖 '' وؤٹ کو عزت دو ``,0,,,,,,
 پوچھنا چاہیے یہ بندہ بوٹ چاٹ چاٹ کے تھکتا نہیں 😂😂,0,,,,,,
شاعر نے یہ ہی لکھا ہوا ہے 😅,0,,,,,,
آئو نا اکٹھے ڈوبتے ہیں کہاں ڈوبنا ہے پٹوارن جی 😁,1,,,,,,
ان بیغیرتوں کے ابا بھی مر جائیں تو ان کو افسوس نہ ہوگا یہ بیان ان کا محض ڈرامے پر مبنی ہے۔۔😅,1,,,,,,
سی آئی اے اور راء کے ٹکڑوں پہ پلنے والے کتوں کی ایک خاص نسل کا کام ہی آئی ایس آئی اور پاک فوج پہ بھونکنا ہے تے پھونکی جا🤣🤣🤣😂,1,,,,,,
😍😂😂😂😂پھپھو سے کسی کی نظر ہٹے تو تب نا 🙈🙊🙉🙈🙊🙉🙊,0,,,,,,
شکوے تو بہت ہیں پر💔 کسی کا برا چاہنا میری تربیت میں نہیں🔥,0,,,,,,
اپنا آپس چے ہی فساد پے جانا وا😂,0,,,,,,
کچھ صحافیوں کو تو کھسرے کے اوزار دئے ہیں کہ جونسا بھی سائڈ لو تو استعمال کر سکو۔ مثلا '' آج کامران خان کے ساتھ 😃,1,,,,,,
کوئی فرق نہیں پڑتا اگر سندھ پولیس افسران چھٹی پر چلے گئے ہیں ۔ ٹائیگر فورس کو اسی دن کے لیئے تو تیار کیا تھا ۔ فیاض چوہان اور ڈاکٹر شہباز گل 😁😝😝,1,,,,,,
 سنا ہے آرمی چیف صاحب نے ووٹ چوری کا نوٹس لے بہت خوب 🌷🌷,1,,,,,,
بڑوں کی لڑائی میں بچوں کا کوئی کام نہیں تم کس خوشی میں🐒 اچھل رھے ھوتابعدار ملازم مریم نوازشریف StateAboveStateRejected,0,,,,,,
ہائے اللہ 😱 مینو تے سب بھول ہی گئے😂😂,0,,,,,,
یہ بھی لفافہ خور بن گیا ہے میڈم جی😐,0,,,,,,
 اتنی عزت تو کبھی مریم نے کپٹن صفدر کو نہیں دی جتنی بلاول دے رہا ہے 😏,1,,,,,,
لڑکیاں ایک سوٹ پہن کر دوسری شادی میں نہیں جاتی اور لڑکوں نے ایک ماسک میں پورا کرونا نکال دیا ہے 😂😁😉😋😃,1,,,,,,
 میں نے کچھ لوگ لگا رکھا ہیں اپنی پیٹھ پیچھے برائی کرنے کے لیے تنخواہ کچھ بھی نہیں مگر کام بڑی ایمانداری سے کرتے ہیں 😂😜🙊😏😂…,1,,,,,,
کھو ہی جاو گی لگتا ہے 😂😂,0,,,,,,
"ہر کوئی کٹھ پتلی بن کر رہ نہیں سکتا، میں سلیوٹ پیش کرتا ہوں IG سندھ اور سندھ پولیس کو جہنوں نے اپنے دائرہ اختیار پر اثر انداز ہونے والوں کے خلاف احتجاجا چھٹی کی درخواستیں جمع کروانا شروع کردیں ✌️",0,,,,,,
ITTEFAQ_PROMO 🌱بہترین فالوبیک ٹیم🌱 🅰️,0,,,,,,
کامران خان کیا ہیں ... .. بس خوامخواہ ہیں 😁,1,,,,,,
 عورت جیسی بیوقوف کوئی مخلوق نہیں ۔۔۔۔محبت اور عزت ملے تو محبت میں شراکت تک ہنستے ہنستے سہہ جاتی ہے 🥀🍂,1,,,,,,
آرمی چیف نے نہایت ہی سیانے طریقے سے پیپلز پارٹی کو تو اب نون لیگ بیانیہ سے بہت دور کر لیا دیکھتے رہیے نون لیگ کی آخر میں حالت کیا ہونی 😍,1,,,,,,
ماں صدقے 😏,0,,,,,,
یہ بھی سہی کہا 😝❤️🌹,0,,,,,,
"میر صاحب، کامران خان صاحب کو آج کل 7 خون بھی معاف ہیں😀",0,,,,,,
 ایک شخص کو گراتے گراتے کتنے گر گئے ہیں لوگ کل تک ایک دوسرے کو کاٹ رہے تھے آج چاٹ رہے ہیں ✌ پٹواریوں_کی_مادرملت,1,,,,,,
 کراچی جلسے میں افراتفری پھیل گئی جب جنریٹر والے نے آواز دی کے '' ڈیزل '' مک گیا جے 😂😂😂 پٹواریوں_کی_مادرملت,1,,,,,,
"نوٹس تو ایسے لے رہے ہیں ،جیسے پہلے پتہ ہی نہیں تھا 😇",1,,,,,,
غزوہ سندھ کیلئے ٹویٹس ڈرافٹ کر رھے ھیں 👨‍💻,0,,,,,,
اے قدرت کی حسین مورت 🦋 میں تمہارے حُسن کو جانچنے بیٹھوں تو مجھے صدیاں بھی کم پڑ جائیں کہ اے ادائے سُخن☘ تمہاری جبیں چُھونے سے دھرتی کا وہ ٹکرا سالوں اپنی قسمت پر ناز کرتا ہے تمہارے ہاتھ چُھو لینے سے ازلوں سے بیمار شخص لمحوں میں ٹھیک ہوتا دیکھا گیا ہے 🌾🌴🌳,0,,,,,,
"سندھ پولیس کی عزت میری عزت ہے، سندھ پولیس کی بے عزتی میری بے عزتی ہے چیئرمین بلاول بھٹو زرداری❤ زندہ پولیس زندہ ❤❤💪",0,,,,,,
"پاک فوج کے ساتھ،، مگر کسی سیاسی جرنیل کے ساتھ نہیں 😷🙏✌️",1,,,,,,
جو اپنی بیوی کو عزت نہیں دے سکتے وہ سندھ پولیس کو عزت دلوائے گے 😄😄😄,1,,,,,,
اس خنزیرکےبچےکاباقی کاٹبرجوپاکستان میں ہےاسےISIاٹھاکےاس خنزیرکوپاکستان بلاسکتی ہےاورپھراس کی تشریف پرچھترول کےبیل بوٹےبناکےاس کاایجنڈاپروپیگنڈااس کی تشریف میں گھسابھی سکتی ہےاوراس کےناجائزباپ گوالمنڈیلاجس کایہ پالتوکتاہےکوبھی واپس بلاسکتی ہےیہ مادرچودایزی لےرہاISIکومیشایادآگئی😁,1,,,,,,
اب مجھے کوئی سکینہ نہیں کہتا بابا 💔😭😭 مرثیہ,0,,,,,,
سوال بھی جواب دیتے ہوئے پوچھا ہے 😂,0,,,,,,
آپ مفت میں گھوٹ کی بوا بنی ہوئی ہیں 😂🙏,0,,,,,,
تبھی تو گنجے کو نکالا ہم نے ..منحوس مارا لوڈ شیڈنگ ختم کرنے کا وعدہ کر کے آیا تھا ..کمبخت 😂😂😂😂😂,1,,,,,,
پرچی پڑھ کر بونگیاں مارتے تو اتنا ذلیل نہ ہوتے 😄😄,1,,,,,,
 پٹواریوں سے زیادہ قابلِ رحم اور کوئی مخلوق نہیں ۔۔چوری باپ نے کی۔۔عیش اولاد کر رہی ھے اور چھتر پٹواری کھا رہے ہیں 👞👞👞 پٹ…,1,,,,,,
اھاں 👌👌,0,,,,,,
پتہ چل گیا مینوں 😂😂😂,0,,,,,,
سندھ پولیس کا اپنے ادارے کے وقار کے لیے احتجاج کا بہترین انداز ... 👏👏 StateAboveStateRejected,0,,,,,,
زندگی کو اتنی سستی نہ بناؤ💫🥀 کہ دو ٹکے کے لوگ کھیل کر چلے جائیں,1,,,,,,
سارا وقت سلیکٹڈ کو برا بھلا کہتے ہیں اور جب سلیکٹر کا خود کو فون آجائے تو خوشی سے بھنگڑے ڈالتے ہیں بس اتنی سی اوقات ہے ۔ 😂😂🤓,1,,,,,,
یہ لوگ سندھ پولیس کو مراد سعید سمجھ ریے تھے ہن مزا آیا جے ۔پٹیل صاحب 😀😀😀,1,,,,,,
ڈن سر 👍👍😍,0,,,,,,
ھن آرام جے😂😂😂😂,0,,,,,,
اکلوتی نہیں ہو پہلے تے اے کلئیر کرو😂,0,,,,,,
مریم کی نانی بننے میں اب بھی شکوک ہے کہ بنی کدھر سے ہیں کیونکہ وہ تو صفدر کو نوکر سمجھتی ہے افواہ یہ کہ سسرال قطری ہے 😅😅😅,1,,,,,,
درویش جیل سے چھٹ گیا ہے 😀 لیڈر بن کر نکلا ہے شاید 😁,1,,,,,,
باندری کو دیکھے یہ ہے وہ الگ مخلوق 😂🤣 جو ایک دوسرے کو اچھی طرح جانتے ہے 😂,1,,,,,,
آپ کو گالی دینا بھی گالی کی توہین ہے 😂,0,,,,,,
اے ڈی پی بہت بری اے دوسری لگالے🙊,0,,,,,,
میں تو بس نیوز دیکھنے آ جاتی ہوں ٹویٹر پہ لکھنا شکھنا کوٸی ضروری نہیں کچھ😁 نیوز دیکھ لیں اب چلو پھر گڈ ناٸیٹ😴,0,,,,,,
 دو سال گزر گئے 😷 اور دو سال پہلے والے پاکستان سے آج کے پاکستان کا موازنہ کر لیں کہ میرے قائد نے اسے کہا ترق…,1,,,,,,
اس وقت ن لیگ مقبول ترین جبکہ پی ٹی آئی مجبور ترین نظر آرہی ہے اور شیخ رشید فضول ترین نظر آرہے ہے..😂😊,1,,,,,,
کامران خان آپکی دن بھریہ زمہ داری لگائی گئی اپوزیشن کی کردار کشی اوراس پربھونکناہےآپ خوشامدگری وچاپلوسی سےاورکتنی دولت کماناچاہتےہیں موٹرسائیکل سےپیجارو پراڈو تک کےسفرمیں ضمیرکی لاش سےاٹھتی بدبوآپ کی ناک بند نہیں کرتی ہے 🙏,1,,,,,,
تب ہی عقل بھی جمی پڑی پھوپھا جی کی حرکتیں نہیں دس رہی تانو پھوپو جی😏😏😂😂😂,0,,,,,,
آئ جی SindhPolice کو شمالی علاقہ جات کی سیر کروانا محکمہ سیاحت کو مہنگا پڑ گیا ہے۔😂,0,,,,,,
" تصویروں سے لےکر لاک اپ تک، نون لیگ کو سمجھ ہی نہیں آئی انکے ساتھ کیا ہوا۔ زرداری کھیل گیا 👏",0,,,,,,
"رہڈیو پاکستان سے 749 ورکرز فارغ کر دیئے گئے، ذرائع 👇 کپتان تو کہتا 2020 نوکریاں دینے کا سال ہے ترقی کرنے کا سال ہے🤣 StateAboveStateRejected",1,,,,,,
"آج شبلی، فیاض ، شیدا ، فواد ، گل ، مسٹر اکبر پریس کانفرنس نہیں کریں گے ؟ 😂😂 WeStandWithSindhPolice PunjabPolice آپ بھی اب تھوڑی عزت بنا لیں ۔",1,,,,,,
اور کامران صاحب چپیڑ کھا کر چوڑے ہوتے ہوئے کہ اور مار کے دکھاو پھر بتاتا ہوں 😂,1,,,,,,
اگر تمہیں رہنے کے لئے جگہ چاہئے تو میں تمہیں اپنی آنکھوں کی روشنی میں رکھ سکتی ہوں ... 🖤🔥,0,,,,,,
اس سہیلے کنجر دی بےبے دا چمڑہ تے سُک گیا جے۔ اوتھے تے تیل دا پیپا پانا پئے گا البتہ اس دی بھیناں قابل کاشت نیں 😍,0,,,,,,
انیس بیس سالوں نے تھکا دیا ہمیں یہ لوگ ساٹھ ستر کیسے گزار لیتے ہیں💔,0,,,,,,
دھوبی کا کتا گھر کا نہ گھاٹ کااس میں کتا سے مراد `` کُتا '' '' dog '' ہی لیا سمجھاپڑھا بھی جاتا ہے لیکن آج نئی بات علم میں آئی تو ہماری علمیت کا جنازہ نکل گیا یہ لفظ کُتا نہیں بلکہ کَتا ہے جس سے مراد کپڑے دھونے کا وہ ڈنڈا ہے جسے دھوبی ساتھ لیے پھرتا ہے 👇,1,,,,,,
سا یکو نانی نے ابھی پہلا جلوہ دیکھا ہے خلا ئ مخلو ق کا اگر نہیں تو اپنے ابّے سے پوچھ لو Game کہتی تھی یہ بڑ وں کی لڑائی ہے 😭😭,1,,,,,,
بلاول بھٹو کا کوئٹہ جلسے میں شرکت سے انکار اے پیا جے انقلاب 😂,1,,,,,,
جن کو دنیا میں نہیں ان ﷺ کی شفاعت پر یقیں حشر میں اُن کو جہنم سے بچا سکتا ہے کون 💖 صَلَّى اللَّهُ عَلَيْهِ وآله وَسَلَّم 💖,0,,,,,,
😧😧اور میری بسکٹ تو گرم چائے میں بھی نہیں گرتا,0,,,,,,
 یہ کتا کم از کم حامد میر سے زیادہ محنتی ہے جو خبر کیلئے محنت کر رہا ہے بجائے تکے مارنے کے😂😂,0,,,,,,
اُسی ریاست کے اوپر والی ریاست نے نواز شریف کو کراچی جلسے میں تقریر نہ کرنے دی ۔۔ ظالم 😂,1,,,,,,
"سر آپ نے تو غزوۂ ہِند کرنا تھا ، آپ غزوۂ سندھ کر رہے ہیں۔ 😐 StateAboveStateRejected",1,,,,,,
چلو جناب ۔۔قطری نانی کے دوبارہ زلیل ہونے کا وقت ہوا چاہتا ہے ۔۔۔۔😂😂😂,1,,,,,,
`` بـے شـک وہ شـخـص کامـیاب ہـو گیـا جـس نـے اپـنے نـفس کـو پـاکـیزہ رکـھا `` الـــقـــرآن °❤️🔥,0,,,,,,
🐷 للو اینکر خان اس وقت سندھ ہولیس کے ایشو کو زاتی طور پر اینگل دے رہا ہے کہ بلاول نے چیف سے مدد مانگ کر نواز شریف کے بیانیے سے منہ موڑا۔۔ او گدھے نما اینکر اس نے تمہارے نالائق وزیراعظم کو اپنی جوتی کی نوک پر رکھا اور اسکو توجہ تک نا دی سیدھا اسی ادارے کو کہا جس نے یہ کروایا ہے,0,,,,,,
آلو200روپےدرجن😅 انڈے200کلو☺ آٹا600روپےلیٹر😁 چینی 100 روپےمربع فٹ😄 سونا1لاکھ روپےکلومیڑ😉 سائنسدان کا نام بتائیں؟ 😂,0,,,,,,
 جب بھی کنڈوم کی کوالٹی چیک کئے بغیر کنڈوم کا استعمال کروگے تو نتیجہ فیاض چوہان جیسا بندہ ہوگا۔ لخد دی لعنت۔✊ BachaKhanO…,1,,,,,,
پٹواریوں_کی_مادرملت دا منہ اینج اے جیویں کھوتی سٹینڈ تے لائی ہُندی😂😂🙏,1,,,,,,
 یہ لوگ سندھ پولیس کو مراد سعید سمجھ ریے تھے ہن مزا آیا جے ۔پٹیل صاحب 😀😀😀,1,,,,,,
مرشد نے پہلے ہی بتادیا تھا کہ ان دو میں سے ایک ضرور جیتے گا مرشد کی جٸے ہو✊,0,,,,,,
 دوستوں میں ذیابطیس کی وجہ سے شدید بیمار ہوگیا ہوں پلیز میرے لیے دعاۓ صحت کردیں بہت بہت شکریہ جزاک اللہ💚,0,,,,,,
شام بخیر زندگی۔۔۔ بے یقینی کے ساتھ رہتا ایک یقین۔۔ دل پہ اعتبار۔۔۔اور تیرا انتظار۔ 🔥 mr_mayo756 Insta I 'd,0,,,,,,
"کیوں پورے پاکستان کو پٹواری سمجھا ہوا ہے کیا، صرف اور صرف 25 ٪ مکس اچار پارٹیوں واے ہیں اور وہ بھی بہت جلد ختم ہو جانے پھر دیکھتے ہیں کون سی عوام آپکے ساتھ ہے اور پی ایم ایل نون کہاں ہے، بریانی کی پلیٹ اور 1000 روپے والے دیہاڑی دار لا کر عمران خان کا مقابلہ 😅",1,,,,,,
